Result Time,Granularity Period,Object Name,Reliability,"AMR TRAFFIC VOLUME","PS TRAFFIC VOLUME"
,Minutes,,,MB,MB
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=CONDADO_IND1, CellID=49441",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=DIEGO_DE_VASQUEZ3, CellID=41123",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=DIEGO_DE_VASQUEZ2, CellID=41122",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=DIEGO_DE_VASQUEZ1, CellID=41121",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=LA_PRIMAVERA3, CellID=41453",Reliable,0.014,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=LA_PRIMAVERA2, CellID=41452",Reliable,0.307,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=LA_PRIMAVERA1, CellID=41451",Reliable,0.07,0.002
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=POLIT_LASSO2, CellID=41762",Reliable,0,0.001
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=POLIT_LASSO1, CellID=41761",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=SAN_LORENZO(ES)3, CellID=46133",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=SAN_LORENZO(ES)2, CellID=46132",Reliable,0.082,0.005
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=SAN_LORENZO(ES)1, CellID=46131",Reliable,0,0.002
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=PILLAGUA2, CellID=41702",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=PILLAGUA1, CellID=41701",Reliable,0,0
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=QUITO_CENTRO3, CellID=40133",Reliable,0,0.002
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=QUITO_CENTRO2, CellID=40132",Reliable,0.002,0.008
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=QUITO_CENTRO1, CellID=40131",Reliable,0,0.002
2026-01-24 04:00,30,"RNC41/BSC6900UCell:Label=ATUNTAQUI1, CellID=47241",Reliable,0.033,0.001
