Result Time,Granularity Period,Object Name,Reliability,"AMR TRAFFIC VOLUME","PS TRAFFIC VOLUME"
,Minutes,,,MB,MB
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COW_INTER_CUMBAYA3, CellID=49313",Reliable,2.57,0.065
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=AGUA_CLARA2, CellID=40772",Reliable,3.853,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=AGUA_CLARA1, CellID=40771",Reliable,2.428,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SHYRIS3, CellID=41883",Reliable,2.633,0.015
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SHYRIS2, CellID=41882",Reliable,1.049,0.009
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SHYRIS1, CellID=41881",Reliable,2.859,0.019
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_GIRALDA3, CellID=41403",Reliable,1.856,0.055
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_GIRALDA2, CellID=41402",Reliable,0.044,0.005
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_GIRALDA1, CellID=41401",Reliable,2.299,0.011
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MEDITROPOLI3, CellID=41593",Reliable,1.174,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MEDITROPOLI2, CellID=41592",Reliable,3.381,0.025
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MEDITROPOLI1, CellID=41591",Reliable,4.429,0.008
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_GASCA3, CellID=41393",Reliable,1.012,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_GASCA2, CellID=41392",Reliable,0.629,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_GASCA1, CellID=41391",Reliable,0.737,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BELLAVISTA_ALTA3, CellID=40823",Reliable,0.033,0.006
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BELLAVISTA_ALTA2, CellID=40822",Reliable,1.576,0.005
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BELLAVISTA_ALTA1, CellID=40821",Reliable,1.644,0.012
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COW_INTER_CUMBAYA2, CellID=49312",Reliable,1.153,0.024
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COW_INTER_CUMBAYA1, CellID=49311",Reliable,1.263,0.084
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ALTOS_DEL_VALLE3, CellID=40793",Reliable,2.997,0.141
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ALTOS_DEL_VALLE2, CellID=40792",Reliable,0.512,0.076
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ALTOS_DEL_VALLE1, CellID=40791",Reliable,0.775,0.041
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LUMBISI3, CellID=41543",Reliable,1.793,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LUMBISI2, CellID=41542",Reliable,0.639,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LUMBISI1, CellID=41541",Reliable,0.715,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ATAHUALPA3, CellID=40813",Reliable,1.304,0.03
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ATAHUALPA2, CellID=40812",Reliable,1.011,0.019
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ATAHUALPA1, CellID=40811",Reliable,1.382,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ALAMEDA3, CellID=40303",Reliable,4.877,0.015
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ALAMEDA2, CellID=40302",Reliable,3.48,0.049
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ALAMEDA1, CellID=40301",Reliable,2.201,0.028
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=GRANADOS2, CellID=40722",Reliable,0.637,0.012
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=GRANADOS1, CellID=40721",Reliable,2.107,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CALDERON_QUITUS3, CellID=40883",Reliable,1.848,0.033
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CALDERON_QUITUS2, CellID=40882",Reliable,0.263,0.001
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CALDERON_QUITUS1, CellID=40881",Reliable,1.559,0.017
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BUGAMBILLAS3, CellID=40863",Reliable,1.29,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BUGAMBILLAS2, CellID=40862",Reliable,0.5,0.016
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BUGAMBILLAS1, CellID=40861",Reliable,10.416,0.117
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CC_SAN_MARCOS3, CellID=41873",Reliable,3.555,0.01
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CC_SAN_MARCOS2, CellID=41872",Reliable,0.622,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CC_SAN_MARCOS1, CellID=41871",Reliable,0,0.001
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MANUEL_VALDIVIESO3, CellID=41573",Reliable,0.177,0.016
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MANUEL_VALDIVIESO2, CellID=41572",Reliable,2.465,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MANUEL_VALDIVIESO1, CellID=41571",Reliable,0.596,0.012
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ABELARDO_MONCAYO3, CellID=40763",Reliable,0.935,0.008
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ABELARDO_MONCAYO2, CellID=40762",Reliable,0.671,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ABELARDO_MONCAYO1, CellID=40761",Reliable,2.819,0.009
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LLANO_GRANDE3, CellID=41503",Reliable,1.033,0.001
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LLANO_GRANDE2, CellID=41502",Reliable,4.895,0.026
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LLANO_GRANDE1, CellID=41501",Reliable,1.866,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COTOCOLLAO3, CellID=41073",Reliable,1.704,0.005
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COTOCOLLAO2, CellID=41072",Reliable,0.62,0.013
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COTOCOLLAO1, CellID=41071",Reliable,0.307,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SABANILLA3, CellID=41843",Reliable,2.74,0.012
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SABANILLA2, CellID=41842",Reliable,1.402,0.026
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SABANILLA1, CellID=41841",Reliable,1.316,0.008
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MANOSCA3, CellID=41563",Reliable,2.683,0.016
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MANOSCA2, CellID=41562",Reliable,0.418,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MANOSCA1, CellID=41561",Reliable,2.085,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=REAL_AUDIENCIA3, CellID=41483",Reliable,0.564,0.024
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=REAL_AUDIENCIA2, CellID=41482",Reliable,0.324,0.01
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=REAL_AUDIENCIA1, CellID=41481",Reliable,0,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ISAAC_ALBENIZ3, CellID=41333",Reliable,1.293,0.008
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ISAAC_ALBENIZ2, CellID=41332",Reliable,1.372,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ISAAC_ALBENIZ1, CellID=41331",Reliable,0.032,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COLLALOMA_3G3, CellID=41063",Reliable,13.388,0.081
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COLLALOMA_3G2, CellID=41062",Reliable,6.498,0.043
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=COLLALOMA_3G1, CellID=41061",Reliable,13.134,0.093
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_TOLA_BAJA3, CellID=41473",Reliable,0.453,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_TOLA_BAJA2, CellID=41472",Reliable,1.13,0.013
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_TOLA_BAJA1, CellID=41471",Reliable,2.885,0.015
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PISULI3, CellID=41723",Reliable,0.558,0.004
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PISULI2, CellID=41722",Reliable,0.378,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PISULI1, CellID=41721",Reliable,4.319,0.004
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_MORITA3, CellID=40743",Reliable,3.27,0.076
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_MORITA2, CellID=40742",Reliable,1.632,0.104
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LA_MORITA1, CellID=40741",Reliable,3.827,0.085
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LOS_TUNELES2, CellID=41532",Reliable,1.636,0.004
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=LOS_TUNELES1, CellID=41531",Reliable,1.538,0.009
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TREBOL3, CellID=40733",Reliable,0.154,0.004
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TREBOL2, CellID=40732",Reliable,0.001,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TREBOL1, CellID=40731",Reliable,0.592,0.028
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_GATAZO3, CellID=46023",Reliable,0,0.001
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_GATAZO2, CellID=46022",Reliable,0.265,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_GATAZO1, CellID=46021",Reliable,0.573,0.001
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_CENTRO3, CellID=46003",Reliable,1.216,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_CENTRO2, CellID=46002",Reliable,1.215,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_CENTRO1, CellID=46001",Reliable,0.597,0.009
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=VACA_DE_CASTRO3, CellID=41943",Reliable,4.259,0.013
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=VACA_DE_CASTRO2, CellID=41942",Reliable,4.238,0.014
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=VACA_DE_CASTRO1, CellID=41941",Reliable,1.266,0.018
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=RUMICHACA_COUB3, CellID=48373",Reliable,2.253,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=RUMICHACA_COUB2, CellID=48372",Reliable,0,0.008
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=RUMICHACA_COUB1, CellID=48371",Reliable,0.103,0.057
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SAN_PABLO3, CellID=47103",Reliable,0.558,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SAN_PABLO2, CellID=47102",Reliable,2.333,0.047
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SAN_PABLO1, CellID=47101",Reliable,0.805,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_PALMAS3, CellID=46013",Reliable,0.379,0.001
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_PALMAS2, CellID=46012",Reliable,0.231,0.026
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ESMERALDAS_PALMAS1, CellID=46011",Reliable,0.174,0.046
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TULCAN_SUR3, CellID=48353",Reliable,0.209,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TULCAN_SUR2, CellID=48352",Reliable,4.032,0.052
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TULCAN_SUR1, CellID=48351",Reliable,4.419,0.024
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ATACAMES3, CellID=46043",Reliable,0.074,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ATACAMES2, CellID=46042",Reliable,0.133,0.006
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=ATACAMES1, CellID=46041",Reliable,0.093,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_SUR3, CellID=47143",Reliable,6.156,0.011
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_SUR2, CellID=47142",Reliable,0.88,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_SUR1, CellID=47141",Reliable,1.147,0.001
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TULCAN_CENTRO3, CellID=48363",Reliable,4.972,0.115
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TULCAN_CENTRO2, CellID=48362",Reliable,6.137,0.06
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=TULCAN_CENTRO1, CellID=48361",Reliable,6.508,0.486
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_NORTE3, CellID=47133",Reliable,5.617,0.027
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_NORTE2, CellID=47132",Reliable,0.736,0.017
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_NORTE1, CellID=47131",Reliable,7.122,0.016
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MURIALDO3, CellID=41633",Reliable,0.591,0.004
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MURIALDO2, CellID=41632",Reliable,1.18,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MURIALDO1, CellID=41631",Reliable,6.15,0.01
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SCALA_MALL2, CellID=49412",Reliable,0.93,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=SCALA_MALL1, CellID=49411",Reliable,0.286,0
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BELISARIO3, CellID=40633",Reliable,0.664,0.009
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BELISARIO2, CellID=40632",Reliable,0.964,0.013
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=BELISARIO1, CellID=40631",Reliable,1.633,0.023
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PARQUE_INGLES3, CellID=41673",Reliable,1.222,0.006
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PARQUE_INGLES2, CellID=41672",Reliable,1.271,0.018
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PARQUE_INGLES1, CellID=41671",Reliable,0.87,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=AMAZONAS3, CellID=40803",Reliable,5.168,0.083
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=AMAZONAS2, CellID=40802",Reliable,1.539,0.017
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=AMAZONAS1, CellID=40801",Reliable,8.444,0.033
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_BAQUERIZO9, CellID=49219",Reliable,0.18,0.015
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_BAQUERIZO8, CellID=49218",Reliable,0.431,0.011
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PUERTO_BAQUERIZO7, CellID=49217",Reliable,3.201,0.053
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=EL_INCA3, CellID=41183",Reliable,1.04,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=EL_INCA2, CellID=41182",Reliable,0.454,0.006
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=EL_INCA1, CellID=41181",Reliable,2.507,0.012
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_COOP_CHOFERES3, CellID=47163",Reliable,1.815,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_COOP_CHOFERES2, CellID=47162",Reliable,6.2,0.026
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=IBARRA_COOP_CHOFERES1, CellID=47161",Reliable,1.981,0.005
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=FLORIDA3, CellID=41263",Reliable,0.618,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=FLORIDA2, CellID=41262",Reliable,0.609,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=FLORIDA1, CellID=41261",Reliable,0.729,0.003
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CALDERON_QUIFATEX3, CellID=40873",Reliable,5.475,0.071
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CALDERON_QUIFATEX2, CellID=40872",Reliable,3.832,0.013
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CALDERON_QUIFATEX1, CellID=40871",Reliable,3.779,0.006
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CARAPUNGO3, CellID=40903",Reliable,0.976,0.021
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CARAPUNGO2, CellID=40902",Reliable,1.233,0.024
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CARAPUNGO1, CellID=40901",Reliable,4.084,0.46
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CARCELEN_BAJO2, CellID=40912",Reliable,1.968,0.007
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=CARCELEN_BAJO1, CellID=40911",Reliable,0.007,0.013
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MIRAFLORES3, CellID=41603",Reliable,5.063,0.025
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MIRAFLORES2, CellID=41602",Reliable,0.301,0.012
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=MIRAFLORES1, CellID=41601",Reliable,1.995,0.017
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=DE_LOS_PINOS2, CellID=41112",Reliable,0.968,0.02
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=DE_LOS_PINOS1, CellID=41111",Reliable,1.894,0.002
2026-01-23 17:00,30,"RNC41/BSC6900UCell:Label=PIC_UIO_PATRONATO_SAN_JOSE_U19_3, CellID=41683",Reliable,4.325,0.022
